transaction_id,sender_person_id,receiver_person_id,amount,transaction_date,transaction_type
T0507,P098,P005,99318.82,2025-12-11,Bank Transfer
T0508,P096,P140,71600.58,2026-03-13,Bank Transfer
T0509,P058,P148,97531.46,2026-06-19,Bank Transfer
T0510,P060,P115,37297.25,2025-10-18,UPI
T0511,P080,P086,14805.24,2026-08-20,UPI
T0512,P025,P144,17340.94,2026-06-17,Bank Transfer
T0513,P064,P022,14562.39,2026-07-24,Bank Transfer
T0514,P134,P146,76177.87,2025-11-24,UPI
T0515,P127,P065,41479.93,2026-04-05,IMPS
T0516,P039,P010,32483.58,2026-08-01,Bank Transfer
T0517,P002,P069,69194.54,2026-06-12,Bank Transfer
T0518,P140,P128,31645.11,2026-07-13,NEFT
T0519,P083,P119,71032.38,2026-06-12,UPI
T0520,P027,P109,70075.93,2026-06-22,Bank Transfer
T0521,P033,P004,16628.26,2026-02-13,UPI
T0522,P043,P051,44041.33,2025-11-29,UPI
T0523,P010,P109,49770.86,2025-12-07,Bank Transfer
T0524,P036,P141,42105.66,2025-09-16,UPI
T0525,P076,P031,43830.2,2026-05-30,IMPS
T0526,P070,P134,32577.42,2026-01-14,IMPS
T0527,P145,P043,14581.0,2026-02-25,NEFT
T0528,P096,P133,60649.52,2025-11-12,Bank Transfer
T0529,P119,P054,93652.15,2026-03-27,NEFT
T0530,P043,P135,71650.6,2026-01-04,Bank Transfer
T0531,P003,P082,41922.14,2025-12-24,NEFT
T0532,P121,P018,99334.38,2025-10-06,UPI
T0533,P080,P049,20327.13,2026-02-03,UPI
T0534,P138,P118,33438.0,2026-06-21,UPI
T0535,P120,P041,7143.81,2025-11-05,NEFT
T0536,P089,P004,92824.01,2026-08-24,IMPS
T0537,P073,P110,58654.6,2026-02-24,IMPS
T0538,P095,P104,93463.64,2026-07-20,NEFT
T0539,P020,P040,10746.14,2025-11-16,NEFT
T0540,P072,P046,26662.29,2026-06-24,UPI
T0541,P033,P134,58938.05,2026-02-22,Bank Transfer
T0542,P085,P148,77311.88,2025-11-26,IMPS
T0543,P122,P054,17225.89,2025-09-12,NEFT
T0544,P056,P024,92989.94,2025-10-23,NEFT
T0545,P037,P043,47808.67,2026-08-20,UPI
T0546,P083,P020,89647.36,2026-08-26,UPI
T0547,P036,P131,80819.82,2026-03-21,Bank Transfer
T0548,P121,P084,30604.55,2026-01-31,UPI
T0549,P062,P144,39628.04,2026-08-18,Bank Transfer
T0550,P122,P091,31520.3,2026-01-02,IMPS
T0551,P136,P021,88386.92,2025-12-13,NEFT
T0552,P043,P072,71279.09,2025-10-10,Bank Transfer
T0553,P144,P114,49264.3,2026-06-09,IMPS
T0554,P031,P143,90026.33,2026-09-01,IMPS
T0555,P046,P007,86680.77,2025-09-11,Bank Transfer
T0556,P089,P109,21771.11,2026-07-12,NEFT
T0557,P098,P096,18311.06,2026-05-24,UPI
T0558,P051,P114,36418.64,2026-04-27,NEFT
T0559,P002,P080,33180.93,2025-12-02,IMPS
T0560,P065,P129,92195.61,2025-10-10,IMPS
T0561,P009,P071,64346.57,2026-07-06,Bank Transfer
T0562,P012,P065,27780.3,2025-12-11,UPI
T0563,P147,P008,86386.94,2025-11-26,Bank Transfer
T0564,P117,P126,17790.21,2026-02-09,UPI
T0565,P010,P095,3369.28,2026-08-23,NEFT
T0566,P046,P034,8741.05,2025-10-07,UPI
T0567,P015,P114,63929.08,2025-09-23,UPI
T0568,P081,P025,85860.09,2025-10-25,IMPS
T0569,P050,P005,33600.17,2025-12-27,IMPS
T0570,P044,P094,51875.87,2026-06-28,Bank Transfer
T0571,P107,P016,6963.01,2025-10-09,NEFT
T0572,P069,P022,17672.23,2026-05-16,UPI
T0573,P071,P051,69027.31,2026-03-05,Bank Transfer
T0574,P045,P001,31460.87,2026-08-30,IMPS
T0575,P031,P088,46892.1,2026-07-30,UPI
T0576,P145,P119,9272.11,2026-05-05,UPI
T0577,P047,P023,18973.06,2025-09-30,UPI
T0578,P044,P003,22143.82,2026-02-11,IMPS
T0579,P118,P021,87781.24,2026-04-29,NEFT
T0580,P079,P049,74867.14,2026-02-05,NEFT
T0581,P080,P014,38241.39,2025-12-19,IMPS
T0582,P046,P072,14472.39,2025-10-05,IMPS
T0583,P106,P058,83609.89,2026-04-10,IMPS
T0584,P052,P046,97938.18,2026-04-12,IMPS
T0585,P113,P068,9695.0,2026-01-12,IMPS
T0586,P149,P094,35211.49,2026-06-18,Bank Transfer
T0587,P044,P010,94991.68,2026-06-30,Bank Transfer
T0588,P040,P138,57086.77,2025-12-15,Bank Transfer
T0589,P089,P074,21140.97,2026-06-11,IMPS
T0590,P024,P132,77454.2,2025-12-12,IMPS
T0591,P056,P120,26454.17,2026-04-10,UPI
T0592,P133,P048,47783.38,2026-08-09,Bank Transfer
T0593,P083,P096,56595.06,2025-10-31,UPI
T0594,P083,P027,63132.47,2026-01-27,UPI
T0595,P041,P108,47811.84,2026-08-28,IMPS
T0596,P026,P048,91358.31,2026-02-03,IMPS
T0597,P042,P120,54904.42,2026-03-18,UPI
T0598,P113,P117,59560.69,2025-10-01,Bank Transfer
T0599,P103,P122,83492.59,2026-08-18,IMPS
T0600,P096,P087,48514.48,2026-05-20,Bank Transfer
T0601,P077,P011,97091.18,2026-01-12,NEFT
T0602,P130,P028,42388.11,2026-07-29,IMPS
T0603,P148,P103,59511.07,2026-03-06,NEFT
T0604,P132,P043,92274.18,2025-12-02,NEFT
T0605,P146,P036,13424.14,2025-11-24,IMPS
T0606,P014,P024,31272.72,2025-09-03,NEFT
T0607,P089,P118,39901.39,2026-05-01,Bank Transfer
T0608,P001,P038,20440.45,2026-01-25,NEFT
T0609,P078,P079,8497.34,2026-08-01,NEFT
T0610,P053,P112,9471.61,2025-11-30,NEFT
T0611,P040,P143,84644.01,2025-09-05,IMPS
T0612,P002,P123,16353.32,2025-09-27,UPI
T0613,P121,P141,68835.25,2026-04-15,NEFT
T0614,P121,P097,83219.03,2026-08-08,NEFT
T0615,P025,P100,13285.99,2026-02-16,NEFT
T0616,P103,P084,89853.12,2026-08-19,Bank Transfer
T0617,P101,P137,7629.85,2025-10-01,Bank Transfer
T0618,P007,P057,88616.02,2026-05-20,NEFT
T0619,P061,P095,36546.9,2026-06-22,UPI
T0620,P102,P020,64734.94,2026-07-09,NEFT
T0621,P128,P049,4902.67,2026-05-14,IMPS
T0622,P112,P024,34288.87,2025-10-22,NEFT
T0623,P109,P039,28853.93,2026-03-13,Bank Transfer
T0624,P124,P009,26471.44,2025-12-06,Bank Transfer
T0625,P046,P042,40122.51,2026-06-13,UPI
T0626,P120,P022,34955.54,2026-08-07,UPI
T0627,P104,P004,16507.94,2026-07-31,NEFT
T0628,P148,P130,38707.03,2026-01-15,Bank Transfer
T0629,P003,P125,65554.81,2026-06-12,Bank Transfer
T0630,P109,P014,30643.97,2026-03-12,IMPS
T0631,P030,P116,50455.13,2026-08-23,Bank Transfer
T0632,P086,P137,97191.14,2026-04-26,UPI
T0633,P046,P109,53405.31,2025-12-20,Bank Transfer
T0634,P021,P039,1192.19,2026-05-12,IMPS
T0635,P051,P132,81377.09,2026-08-17,Bank Transfer
T0636,P112,P013,46743.94,2026-03-22,UPI
T0637,P032,P126,46294.95,2025-12-24,UPI
T0638,P095,P065,42857.4,2026-02-13,IMPS
T0639,P007,P139,27089.93,2025-09-17,IMPS
T0640,P092,P107,2243.14,2026-05-13,IMPS
T0641,P077,P010,59780.0,2026-07-03,IMPS
T0642,P010,P137,73998.69,2026-08-05,NEFT
T0643,P045,P022,53731.03,2026-06-29,NEFT
T0644,P038,P127,43394.5,2026-06-18,IMPS
T0645,P089,P118,69054.7,2026-06-30,NEFT
T0646,P135,P146,46112.75,2026-05-28,UPI
T0647,P084,P096,4309.59,2026-07-25,UPI
T0648,P098,P132,98036.52,2026-07-23,UPI
T0649,P087,P078,42541.73,2026-04-01,UPI
T0650,P048,P066,72298.6,2026-05-11,UPI
T0651,P111,P030,79467.66,2026-04-22,IMPS
T0652,P078,P132,54146.18,2026-07-25,NEFT
T0653,P013,P096,57546.93,2025-12-08,NEFT
T0654,P112,P071,74813.54,2025-12-09,NEFT
T0655,P071,P129,67308.24,2026-05-19,Bank Transfer
T0656,P047,P073,27631.6,2025-12-05,Bank Transfer
T0657,P054,P005,78314.03,2025-12-29,NEFT
T0658,P071,P069,46512.9,2026-04-05,IMPS
T0659,P025,P057,22870.06,2025-11-11,IMPS
T0660,P057,P017,61332.93,2025-09-20,Bank Transfer
T0661,P108,P085,54375.06,2026-04-19,Bank Transfer
T0662,P143,P004,34623.6,2026-08-08,IMPS
T0663,P089,P114,15601.97,2025-10-24,Bank Transfer
T0664,P054,P137,69923.67,2026-07-31,Bank Transfer
T0665,P066,P104,3710.52,2025-10-23,UPI
T0666,P125,P144,98502.25,2025-10-29,UPI
T0667,P054,P136,37234.55,2025-11-18,IMPS
T0668,P081,P116,67612.89,2026-08-08,UPI
T0669,P040,P150,17090.06,2025-12-12,IMPS
T0670,P145,P111,41831.6,2026-01-30,UPI
T0671,P073,P143,74533.18,2026-08-27,NEFT
T0672,P097,P138,13603.89,2026-01-20,UPI
T0673,P025,P102,22221.39,2026-02-13,UPI
T0674,P147,P075,18272.93,2026-05-04,NEFT
T0675,P103,P141,41147.36,2026-05-28,NEFT
T0676,P108,P072,32280.65,2026-06-19,IMPS
T0677,P028,P082,50479.31,2025-09-16,Bank Transfer
T0678,P058,P104,49735.9,2025-11-14,Bank Transfer
T0679,P074,P116,16118.3,2026-06-11,NEFT
T0680,P103,P074,832.07,2026-03-24,IMPS
T0681,P119,P045,68493.5,2026-07-15,UPI
T0682,P099,P149,65483.87,2026-06-29,Bank Transfer
T0683,P106,P049,63823.48,2026-05-17,NEFT
T0684,P036,P129,99891.53,2026-01-11,Bank Transfer
T0685,P006,P084,61176.34,2026-04-18,NEFT
T0686,P146,P121,68594.12,2026-05-12,IMPS
T0687,P006,P100,55429.71,2026-05-16,NEFT
T0688,P042,P118,37221.9,2026-02-26,NEFT
T0689,P045,P121,93745.52,2026-07-09,NEFT
T0690,P083,P034,29651.7,2026-05-31,UPI
T0691,P053,P148,46387.37,2025-12-08,NEFT
T0692,P114,P062,79776.98,2026-03-19,Bank Transfer
T0693,P129,P029,80466.85,2026-02-24,IMPS
T0694,P041,P063,46490.12,2026-07-07,UPI
T0695,P002,P009,68361.35,2026-03-28,Bank Transfer
T0696,P134,P121,86285.81,2026-05-01,UPI
T0697,P107,P067,88394.03,2026-03-08,UPI
T0698,P137,P007,44132.85,2026-04-30,UPI
T0699,P075,P102,82916.62,2026-08-24,UPI
T0700,P094,P103,71804.15,2025-09-09,Bank Transfer
T0701,P110,P032,10810.49,2025-11-24,IMPS
T0702,P149,P029,72338.42,2026-05-30,IMPS
T0703,P106,P087,14624.03,2025-12-05,NEFT
T0704,P124,P054,26818.52,2025-10-25,IMPS
T0705,P019,P118,89969.93,2025-12-04,Bank Transfer
T0706,P063,P067,34573.07,2026-07-17,Bank Transfer
T0707,P085,P116,70106.39,2026-06-19,IMPS
T0708,P010,P036,15228.39,2026-04-03,IMPS
T0709,P007,P057,88076.97,2025-11-23,IMPS
T0710,P075,P079,94506.8,2026-07-16,NEFT
T0711,P146,P079,47790.84,2026-03-12,Bank Transfer
T0712,P076,P040,74501.45,2026-09-02,NEFT
T0713,P038,P075,85985.19,2026-07-18,IMPS
T0714,P059,P008,85166.46,2026-02-18,IMPS
T0715,P038,P150,1700.64,2026-08-20,IMPS
T0716,P131,P133,40881.54,2025-09-18,NEFT
T0717,P089,P040,58919.97,2025-10-13,IMPS
T0718,P134,P096,38108.88,2025-11-22,Bank Transfer
T0719,P044,P135,48464.22,2026-02-06,Bank Transfer
T0720,P098,P004,67040.11,2025-10-07,UPI
T0721,P088,P058,31276.17,2025-10-27,NEFT
T0722,P039,P072,61059.8,2026-06-20,UPI
T0723,P051,P092,50129.63,2026-02-27,UPI
T0724,P135,P059,74267.1,2025-10-27,IMPS
T0725,P009,P103,62827.0,2026-08-12,IMPS
T0726,P130,P018,27511.62,2026-03-19,UPI
T0727,P015,P115,56886.87,2025-12-08,NEFT
T0728,P063,P066,79828.35,2026-06-09,NEFT
T0729,P063,P059,69118.93,2026-02-11,Bank Transfer
T0730,P046,P011,97948.06,2026-05-21,IMPS
T0731,P142,P072,9590.24,2026-01-03,NEFT
T0732,P017,P034,52494.49,2026-08-13,UPI
T0733,P054,P059,24772.09,2025-12-23,Bank Transfer
T0734,P119,P026,53924.9,2025-09-21,UPI
T0735,P082,P019,20044.37,2026-01-16,UPI
T0736,P114,P022,47865.56,2026-07-03,UPI
T0737,P139,P056,60030.23,2026-01-03,IMPS
T0738,P146,P003,58380.5,2025-12-28,UPI
T0739,P114,P050,59099.29,2026-08-25,Bank Transfer
T0740,P001,P065,75578.74,2026-08-29,IMPS
T0741,P127,P046,33199.62,2026-01-08,Bank Transfer
T0742,P132,P073,95167.85,2026-08-18,IMPS
T0743,P068,P137,25277.69,2026-01-18,IMPS
T0744,P144,P129,31226.0,2025-12-18,Bank Transfer
T0745,P029,P047,49014.25,2025-10-19,IMPS
T0746,P131,P121,49830.9,2026-08-25,NEFT
T0747,P017,P111,67461.13,2025-12-08,UPI
T0748,P114,P088,63969.36,2025-09-14,NEFT
T0749,P050,P028,76403.84,2025-09-14,NEFT
T0750,P079,P129,30885.69,2026-08-15,Bank Transfer
T0751,P027,P077,92791.37,2026-07-26,NEFT
T0752,P147,P040,32714.66,2026-01-06,NEFT
T0753,P102,P044,85309.55,2026-01-02,NEFT
T0754,P084,P133,98124.86,2025-12-04,Bank Transfer
T0755,P069,P059,93317.93,2026-07-14,Bank Transfer
T0756,P078,P095,14926.16,2026-03-04,IMPS
T0757,P091,P081,45245.93,2026-03-14,Bank Transfer
T0758,P145,P101,76388.18,2025-11-21,UPI
T0759,P104,P015,96883.66,2026-01-24,IMPS
T0760,P036,P117,76821.34,2026-02-03,UPI
T0761,P052,P054,66374.44,2025-12-09,IMPS
T0762,P076,P096,2856.06,2025-09-21,Bank Transfer
T0763,P098,P084,56027.78,2026-07-07,NEFT
T0764,P056,P129,44290.26,2026-04-15,IMPS
T0765,P028,P020,24692.21,2026-03-20,IMPS
T0766,P123,P121,95228.51,2026-08-29,UPI
T0767,P100,P125,25359.69,2025-09-23,Bank Transfer
T0768,P016,P026,6083.4,2026-07-11,IMPS
T0769,P071,P138,37260.16,2025-10-14,IMPS
T0770,P029,P121,13861.33,2025-10-17,UPI
T0771,P084,P106,82518.91,2026-05-03,NEFT
T0772,P077,P147,20399.43,2025-11-03,UPI
T0773,P113,P063,33120.29,2026-01-11,IMPS
T0774,P143,P136,81822.34,2026-01-30,UPI
T0775,P036,P018,87137.17,2026-01-08,IMPS
T0776,P093,P115,74853.68,2026-04-07,NEFT
T0777,P048,P083,47098.48,2026-04-27,Bank Transfer
T0778,P093,P086,20299.03,2026-04-17,IMPS
T0779,P066,P006,14456.86,2025-12-09,Bank Transfer
T0780,P110,P102,80703.45,2026-02-28,UPI
T0781,P136,P016,91341.73,2025-12-01,IMPS
T0782,P005,P145,44002.09,2026-04-30,UPI
T0783,P130,P084,79118.68,2026-01-29,Bank Transfer
T0784,P073,P148,33708.38,2026-05-24,UPI
T0785,P020,P145,9668.28,2026-03-14,UPI
T0786,P137,P041,79959.8,2026-01-22,UPI
T0787,P147,P120,61198.13,2026-05-06,NEFT
T0788,P019,P111,81866.7,2026-06-20,Bank Transfer
T0789,P116,P039,65219.15,2025-12-23,UPI
T0790,P047,P148,34311.07,2026-01-27,Bank Transfer
T0791,P006,P103,57686.42,2026-01-31,UPI
T0792,P100,P005,1349.52,2025-11-13,IMPS
T0793,P110,P039,26255.87,2026-05-02,NEFT
T0794,P150,P084,53470.25,2026-08-17,NEFT
T0795,P148,P091,89377.73,2026-05-19,NEFT
T0796,P049,P038,21011.35,2026-04-25,NEFT
T0797,P026,P007,53575.49,2026-06-07,UPI
T0798,P033,P139,35177.7,2026-07-06,UPI
T0799,P084,P081,92882.32,2026-07-31,NEFT
T0800,P052,P078,16747.25,2025-09-23,IMPS
T0801,P060,P056,77348.36,2025-12-22,UPI
T0802,P036,P113,12749.45,2026-07-18,Bank Transfer
T0803,P007,P114,86819.51,2026-03-03,NEFT
T0804,P098,P013,44957.83,2026-01-19,Bank Transfer
T0805,P051,P053,77212.88,2025-10-20,UPI
T0806,P024,P045,50916.98,2026-01-04,UPI
T0807,P042,P054,12475.65,2026-04-24,Bank Transfer
T0808,P092,P082,41805.22,2026-02-25,NEFT
T0809,P024,P130,36305.92,2026-06-22,IMPS
T0810,P131,P029,94517.24,2025-11-08,UPI
T0811,P002,P098,80439.46,2026-07-17,Bank Transfer
T0812,P026,P091,36359.05,2025-11-06,IMPS
T0813,P017,P112,94621.09,2026-03-16,IMPS
T0814,P059,P022,65218.05,2026-04-13,Bank Transfer
T0815,P121,P005,95155.26,2025-11-25,IMPS
T0816,P083,P012,14503.21,2026-07-15,NEFT
T0817,P046,P145,1422.76,2026-04-26,NEFT
T0818,P036,P121,76347.64,2025-11-26,UPI
T0819,P054,P076,37484.55,2026-08-27,Bank Transfer
T0820,P041,P108,17655.79,2025-11-23,NEFT
T0821,P047,P094,87968.2,2026-03-17,UPI
T0822,P042,P008,50006.76,2025-10-16,IMPS
T0823,P104,P096,90943.59,2026-05-16,IMPS
T0824,P083,P008,78435.26,2026-06-13,IMPS
T0825,P008,P121,3905.17,2026-01-12,NEFT
T0826,P105,P012,54177.75,2026-06-06,NEFT
T0827,P041,P026,1986.38,2026-03-19,NEFT
T0828,P024,P108,98825.06,2026-03-26,UPI
T0829,P122,P119,98345.19,2026-07-30,Bank Transfer
T0830,P035,P001,31487.37,2025-10-07,Bank Transfer
T0831,P066,P033,32626.21,2026-07-28,IMPS
T0832,P025,P123,49533.77,2026-03-14,NEFT
T0833,P033,P057,51716.04,2025-11-30,NEFT
T0834,P058,P022,74446.93,2026-06-07,Bank Transfer
T0835,P073,P027,25352.99,2025-09-10,IMPS
T0836,P048,P078,33198.26,2025-12-07,Bank Transfer
T0837,P134,P133,57928.13,2026-07-01,IMPS
T0838,P034,P084,42491.08,2026-07-18,NEFT
T0839,P149,P009,74919.63,2025-09-18,Bank Transfer
T0840,P013,P051,97963.3,2026-03-30,UPI
T0841,P037,P009,83620.22,2025-11-14,NEFT
T0842,P042,P102,32591.97,2026-08-28,Bank Transfer
T0843,P124,P089,19180.95,2025-09-08,Bank Transfer
T0844,P116,P055,45592.76,2026-04-19,IMPS
T0845,P140,P113,12223.0,2026-06-25,IMPS
T0846,P132,P087,34056.83,2025-10-25,NEFT
T0847,P066,P088,80795.36,2026-07-24,Bank Transfer
T0848,P141,P117,66493.18,2026-08-23,IMPS
T0849,P133,P068,6780.22,2025-10-19,IMPS
T0850,P110,P007,96492.98,2026-04-17,NEFT
T0851,P025,P059,97521.24,2026-02-07,UPI
T0852,P031,P141,71413.19,2026-07-03,NEFT
T0853,P089,P079,45530.2,2026-01-25,UPI
T0854,P130,P047,40057.03,2026-02-23,NEFT
T0855,P037,P057,77703.18,2026-04-20,NEFT
T0856,P091,P135,60293.16,2026-03-18,NEFT
T0857,P145,P136,52742.0,2025-11-03,IMPS
T0858,P139,P059,69522.63,2026-03-04,NEFT
T0859,P096,P041,10463.74,2026-03-09,NEFT
T0860,P058,P039,54311.75,2026-07-11,Bank Transfer
T0861,P052,P072,5366.76,2026-02-10,Bank Transfer
T0862,P076,P100,90145.18,2026-03-05,Bank Transfer
T0863,P122,P120,32531.17,2026-05-15,IMPS
T0864,P001,P020,25507.26,2026-04-30,IMPS
T0865,P054,P018,6392.61,2026-06-26,Bank Transfer
T0866,P036,P037,48352.75,2026-08-24,NEFT
T0867,P063,P101,78738.13,2026-04-24,Bank Transfer
T0868,P101,P050,25233.04,2025-12-05,IMPS
T0869,P019,P058,96354.06,2025-10-01,IMPS
T0870,P036,P103,12785.41,2025-09-15,NEFT
T0871,P053,P114,14669.64,2026-01-21,IMPS
T0872,P084,P003,63857.28,2025-11-13,IMPS
T0873,P135,P027,77279.97,2025-11-02,Bank Transfer
T0874,P060,P113,30232.81,2025-11-24,UPI
T0875,P139,P117,15790.82,2025-09-16,IMPS
T0876,P070,P011,38459.42,2025-11-13,IMPS
T0877,P029,P120,42878.1,2025-11-06,NEFT
T0878,P125,P075,22851.02,2025-09-22,UPI
T0879,P023,P093,24508.61,2026-08-12,Bank Transfer
T0880,P111,P108,6136.93,2026-07-23,UPI
T0881,P072,P071,90520.77,2026-01-25,IMPS
T0882,P108,P065,98317.12,2026-05-30,UPI
T0883,P004,P026,71453.01,2026-04-17,Bank Transfer
T0884,P063,P150,49750.12,2025-11-24,Bank Transfer
T0885,P069,P027,99731.6,2026-08-02,Bank Transfer
T0886,P144,P145,37894.32,2025-09-19,Bank Transfer
T0887,P011,P028,59239.13,2025-09-27,UPI
T0888,P148,P025,12188.6,2025-09-08,NEFT
T0889,P093,P149,67424.63,2026-05-12,Bank Transfer
T0890,P101,P011,35056.79,2025-09-21,Bank Transfer
T0891,P118,P147,86409.42,2026-07-09,UPI
T0892,P103,P111,67072.3,2026-08-26,UPI
T0893,P056,P146,18483.4,2025-12-04,IMPS
T0894,P026,P075,92106.63,2026-01-05,UPI
T0895,P117,P065,36179.6,2026-02-03,IMPS
T0896,P091,P064,28024.93,2025-10-28,UPI
T0897,P084,P118,70060.89,2026-01-17,IMPS
T0898,P042,P054,56068.54,2026-06-17,IMPS
T0899,P103,P090,78206.34,2025-09-29,NEFT
T0900,P128,P023,33709.45,2026-07-30,NEFT
T0901,P082,P079,10579.17,2026-01-07,UPI
T0902,P104,P081,62369.07,2025-12-29,NEFT
T0903,P098,P052,26835.7,2026-03-24,Bank Transfer
T0904,P090,P087,80686.8,2026-03-07,IMPS
T0905,P041,P044,32614.6,2026-03-27,UPI
T0906,P049,P149,31397.49,2026-02-14,IMPS
T0907,P144,P138,18201.86,2026-05-06,UPI
T0908,P051,P024,9508.95,2025-09-04,Bank Transfer
T0909,P068,P038,71730.87,2026-06-15,IMPS
T0910,P102,P035,92165.2,2026-02-06,UPI
T0911,P076,P146,97089.15,2025-10-07,IMPS
T0912,P058,P114,82700.34,2026-08-20,NEFT
T0913,P141,P040,66918.37,2026-03-04,IMPS
T0914,P007,P127,22834.63,2025-09-06,NEFT
T0915,P063,P058,44315.41,2025-11-16,NEFT
T0916,P038,P004,30030.92,2026-04-04,UPI
T0917,P124,P113,41745.32,2026-04-12,NEFT
T0918,P106,P048,84866.53,2026-04-25,Bank Transfer
T0919,P148,P100,74805.88,2026-04-17,IMPS
T0920,P068,P111,37337.74,2026-08-31,NEFT
T0921,P082,P139,36028.88,2026-07-08,NEFT
T0922,P083,P064,79657.93,2025-10-01,NEFT
T0923,P025,P130,70981.21,2026-02-06,IMPS
T0924,P027,P059,72150.57,2026-06-29,NEFT
T0925,P120,P069,57638.79,2025-09-08,UPI
T0926,P118,P113,49964.73,2026-04-12,Bank Transfer
T0927,P017,P044,2700.46,2026-03-16,Bank Transfer
T0928,P144,P015,89636.24,2026-03-23,Bank Transfer
T0929,P038,P017,68359.7,2025-12-24,UPI
T0930,P071,P146,25575.2,2026-05-29,UPI
T0931,P126,P111,70569.67,2026-02-08,NEFT
T0932,P102,P056,66349.18,2025-11-25,IMPS
T0933,P138,P078,33388.06,2025-12-22,Bank Transfer
T0934,P037,P139,98027.77,2025-09-27,IMPS
T0935,P002,P014,71355.31,2025-12-04,IMPS
T0936,P031,P019,61578.12,2026-07-26,Bank Transfer
T0937,P042,P050,25255.55,2025-12-13,NEFT
T0938,P047,P008,65116.0,2026-08-15,Bank Transfer
T0939,P031,P085,9366.02,2026-06-13,Bank Transfer
T0940,P147,P100,80588.94,2026-01-17,Bank Transfer
T0941,P122,P036,84802.92,2026-08-21,NEFT
T0942,P025,P080,35838.12,2026-05-28,Bank Transfer
T0943,P065,P128,9528.08,2025-11-06,IMPS
T0944,P103,P052,23050.7,2026-05-23,UPI
T0945,P087,P116,75305.63,2026-04-09,IMPS
T0946,P006,P016,98210.01,2025-11-10,UPI
T0947,P096,P025,17267.05,2026-08-09,UPI
T0948,P002,P084,38782.98,2025-12-17,UPI
T0949,P146,P145,37796.18,2026-01-26,UPI
T0950,P045,P049,63829.94,2026-04-03,Bank Transfer
T0951,P047,P138,22228.2,2026-08-20,IMPS
T0952,P025,P040,60171.97,2026-08-29,NEFT
T0953,P113,P046,50979.21,2025-10-10,Bank Transfer
T0954,P008,P010,93561.66,2025-09-15,UPI
T0955,P080,P075,11223.6,2025-09-22,NEFT
T0956,P133,P043,90072.94,2025-11-17,Bank Transfer
T0957,P050,P040,99735.52,2026-07-16,IMPS
T0958,P117,P141,83261.13,2025-12-19,Bank Transfer
T0959,P030,P142,7013.63,2026-06-03,NEFT
T0960,P094,P037,24325.41,2026-02-27,Bank Transfer
T0961,P049,P104,4638.24,2025-11-15,UPI
T0962,P123,P026,84853.53,2026-05-23,UPI
T0963,P083,P135,56518.17,2026-02-21,Bank Transfer
T0964,P140,P052,28614.88,2025-12-09,NEFT
T0965,P115,P051,29649.44,2026-04-20,Bank Transfer
T0966,P104,P112,38018.16,2025-09-20,Bank Transfer
T0967,P007,P126,10879.69,2026-06-05,Bank Transfer
T0968,P100,P079,50012.65,2025-11-05,IMPS
T0969,P015,P136,83210.09,2026-01-19,NEFT
T0970,P023,P079,89263.21,2025-12-28,NEFT
T0971,P081,P013,53662.07,2026-02-09,UPI
T0972,P078,P099,19229.78,2026-07-12,UPI
T0973,P112,P131,52636.45,2026-04-21,NEFT
T0974,P131,P095,68272.77,2026-01-03,UPI
T0975,P055,P026,45994.76,2025-11-10,NEFT
T0976,P057,P082,7759.87,2026-02-23,NEFT
T0977,P127,P053,57328.96,2025-12-01,UPI
T0978,P012,P098,20999.97,2025-10-24,UPI
T0979,P075,P002,90487.38,2026-08-26,IMPS
T0980,P046,P100,82743.94,2025-11-30,IMPS
T0981,P103,P012,16014.93,2026-07-02,NEFT
T0982,P067,P109,68199.37,2026-06-11,IMPS
T0983,P053,P070,41215.74,2026-08-18,UPI
T0984,P107,P106,38024.61,2026-03-26,NEFT
T0985,P125,P065,60212.9,2026-02-09,Bank Transfer
T0986,P011,P115,13324.38,2026-04-26,NEFT
T0987,P019,P030,11970.2,2026-01-06,Bank Transfer
T0988,P018,P047,53925.5,2025-10-14,NEFT
T0989,P066,P102,28838.28,2025-11-20,IMPS
T0990,P073,P146,26519.17,2026-04-27,UPI
T0991,P102,P052,95045.8,2025-09-08,Bank Transfer
T0992,P052,P033,52063.44,2026-01-22,UPI
T0993,P121,P123,11379.72,2025-12-11,NEFT
T0994,P010,P100,18855.59,2025-11-15,UPI
T0995,P062,P112,61724.42,2026-07-12,Bank Transfer
T0996,P037,P114,59901.65,2025-12-29,UPI
T0997,P129,P049,76970.65,2025-10-30,IMPS
T0998,P012,P146,1914.01,2026-03-03,NEFT
T0999,P088,P065,92223.06,2025-12-22,IMPS
T1000,P119,P052,90205.5,2025-12-04,UPI
T1001,P101,P098,15733.2,2025-10-07,IMPS
T1002,P130,P017,22910.94,2026-06-06,NEFT
T1003,P086,P113,3018.31,2025-12-12,Bank Transfer
T1004,P018,P063,60365.18,2025-11-24,IMPS
T1005,P143,P042,14764.66,2026-01-09,IMPS
T1006,P015,P029,68633.9,2026-08-17,Bank Transfer
T1007,P133,P137,2237.45,2026-08-10,NEFT
T1008,P083,P095,4323.79,2026-01-21,UPI
T1009,P060,P002,38430.73,2026-08-13,UPI
T1010,P100,P146,12404.39,2026-06-24,NEFT
T1011,P010,P145,54785.46,2026-07-02,UPI
T1012,P122,P147,64656.62,2026-05-08,IMPS
T1013,P100,P116,91068.99,2026-06-19,NEFT
T1014,P126,P065,34842.05,2025-11-17,Bank Transfer
